event_id,claim_id,policy_no,event_date,event_type,event_channel,handler_name,amount,outcome,sla_met,response_time_hrs,notes,system_source,created_at
EVT-000396,CLM-00447,POL-161324,2022-04-23,Document Submitted,Web Portal,Donald Rodriguez,,No Action Needed,True,36.4,Document type: Signed statement received via Web Portal.,CMS,2022-04-23
EVT-000397,CLM-00180,POL-858490,2022-02-21,Status Update,Web Portal,Kimberly Phillips,,Follow-up Required,False,37.8,Claim status updated to Pending Documentation. Adjuster notes recorded.,CMS,2022-02-21
EVT-000398,CLM-00216,POL-680099,2022-05-14,Settlement Accepted,Phone,Kimberly Phillips,,Pending,True,49.5,Claimant accepted settlement offer. Release form sent for signature.,CMS,2022-05-14
EVT-000399,CLM-00839,POL-774079,2020-03-28,Document Submitted,Mobile App,Jessica Baker,,Completed,True,8.3,Document type: Signed statement received via Mobile App.,Portal,2020-03-28
EVT-000400,CLM-00625,POL-716886,2020-03-24,Inspection Completed,In-Person,Patricia Garcia,,No Action Needed,True,27.3,On-site inspection completed. Findings: Damage consistent with claim.,Portal,2020-03-24
EVT-000401,CLM-00093,POL-785197,2024-05-03,Payment Issued,Fax,Jason Williams,15105.67,Follow-up Required,True,68.0,"Payment of $15,105.67 issued to claimant. Check #128818.",Portal,2024-05-03
EVT-000402,CLM-00112,POL-585100,2023-04-22,Payment Issued,In-Person,Margaret Rivera,47752.51,Pending,True,6.2,"Payment of $47,752.51 issued to claimant. Check #274193.",PhoneSystem,2023-04-22
EVT-000403,CLM-00894,POL-112038,2021-09-28,Settlement Offered,In-Person,Amanda Miller,,Follow-up Required,True,6.1,,Portal,2021-09-28
EVT-000404,CLM-00018,POL-211579,2022-02-14,New Claim,Web Portal,Kimberly Martinez,,Escalated,True,60.7,Claim received and assigned claim number. Initial triage completed.,CMS,2022-02-14
EVT-000405,CLM-00952,POL-564656,2020-09-23,Claim Closed,Fax,Patricia Scott,,Pending,True,0.7,Claim closed. Final disposition: Duplicate claim.,PhoneSystem,2020-09-23
EVT-000406,CLM-00586,POL-610311,2020-06-13,Inspection Scheduled,In-Person,Joseph Johnson,,Completed,True,4.2,Field inspection scheduled for 2020-06-20. Inspector: Jason Williams.,CMS,2020-06-13
EVT-000407,CLM-00546,POL-908577,2023-02-23,Settlement Offered,Phone,Amanda Miller,,Pending,True,4.5,,CMS,2023-02-23
EVT-000408,CLM-00387,POL-577110,2020-12-19,Settlement Accepted,Phone,Sandra Anderson,,Pending,True,58.8,Claimant accepted settlement offer. Release form sent for signature.,EmailGateway,2020-12-19
EVT-000409,CLM-00905,POL-422451,2022-01-21,New Claim,Mobile App,Joseph Johnson,,No Action Needed,False,65.3,Claim received and assigned claim number. Initial triage completed.,PhoneSystem,2022-01-21
EVT-000410,CLM-00659,POL-428838,2020-04-24,Inspection Completed,Mobile App,Susan Nguyen,,No Action Needed,False,6.4,On-site inspection completed. Findings: Damage consistent with claim.,CMS,2020-04-24
EVT-000411,CLM-00466,POL-392075,2020-10-03,Settlement Offered,Mobile App,Patricia Scott,,Pending,True,50.4,,EmailGateway,2020-10-03
EVT-000412,CLM-00097,POL-308573,2024-09-08,Status Update,In-Person,Jessica Baker,,Follow-up Required,True,41.7,Claim status updated to Escalated. Adjuster notes recorded.,MobileApp,2024-09-08
EVT-000413,CLM-00952,POL-564656,2021-05-09,New Claim,Phone,Amanda Miller,,Escalated,False,57.5,Claim received and assigned claim number. Initial triage completed.,MobileApp,2021-05-09
EVT-000414,CLM-00640,POL-179046,2022-08-16,Appeal Filed,Fax,Cynthia Nguyen,,No Action Needed,True,53.8,Claimant filed formal appeal against coverage decision. Appeal team assigned.,CMS,2022-08-16
EVT-000415,CLM-00851,POL-439902,2020-02-11,Claim Closed,Email,James Carter,,No Action Needed,True,26.2,Claim closed. Final disposition: Duplicate claim.,EmailGateway,2020-02-11
EVT-000416,CLM-00913,POL-176819,2020-08-24,Claim Closed,Web Portal,Patricia Scott,,Completed,True,39.6,Claim closed. Final disposition: Partially paid.,PhoneSystem,2020-08-24
EVT-000417,CLM-00074,POL-857168,2022-08-08,Appeal Filed,Mobile App,Cynthia Nguyen,,Follow-up Required,True,29.0,Claimant filed formal appeal against coverage decision. Appeal team assigned.,Portal,2022-08-08
EVT-000418,CLM-00353,POL-526833,2023-06-08,Payment Issued,Phone,Susan Harris,7864.3,Follow-up Required,True,13.0,"Payment of $7,864.30 issued to claimant. Check #477325.",MobileApp,2023-06-08
EVT-000419,CLM-00540,POL-551989,2021-01-07,Inspection Scheduled,In-Person,Patricia Garcia,,Escalated,True,33.0,Field inspection scheduled for 2021-01-13. Inspector: Donald Rodriguez.,CMS,2021-01-07
EVT-000420,CLM-00059,POL-294851,2023-04-23,Status Update,Email,Kimberly Martinez,,No Action Needed,True,44.1,Claim status updated to Open. Adjuster notes recorded.,EmailGateway,2023-04-23
EVT-000421,CLM-00232,POL-564656,2022-12-04,Inspection Scheduled,Web Portal,Jessica Baker,,Follow-up Required,False,28.0,Field inspection scheduled for 2022-12-18. Inspector: Patricia Scott.,Portal,2022-12-04
EVT-000422,CLM-00913,POL-176819,2024-07-28,New Claim,Phone,Christopher Hall,,Escalated,False,67.2,Claim received and assigned claim number. Initial triage completed.,CMS,2024-07-28
EVT-000423,CLM-00531,POL-159642,2020-05-22,Inspection Completed,Phone,Sandra Carter,,Pending,True,55.6,On-site inspection completed. Findings: Damage less than reported.,MobileApp,2020-05-22
EVT-000424,CLM-00190,POL-399105,2022-04-20,Status Update,Web Portal,Cynthia Nguyen,,Pending,True,4.9,Claim status updated to Denied. Adjuster notes recorded.,CMS,2022-04-20
EVT-000425,CLM-00957,POL-908577,2020-10-05,Appeal Filed,Mobile App,Jason Perez,,Escalated,False,67.3,Claimant filed formal appeal against coverage decision. Appeal team assigned.,PhoneSystem,2020-10-05
EVT-000426,CLM-00536,POL-544151,2023-05-04,Status Update,Email,Cynthia Nguyen,,Pending,False,41.1,Claim status updated to Settled. Adjuster notes recorded.,PhoneSystem,2023-05-04
EVT-000427,CLM-00463,POL-234628,2021-05-30,New Claim,Phone,Margaret Rivera,,Follow-up Required,True,32.3,Claim received and assigned claim number. Initial triage completed.,Portal,2021-05-30
EVT-000428,CLM-00370,POL-226882,2021-06-08,Inspection Completed,Email,Susan Nguyen,,Pending,True,70.3,On-site inspection completed. Findings: Pre-existing damage noted.,MobileApp,2021-06-08
EVT-000429,CLM-00927,POL-246413,2024-01-16,Status Update,Email,Christopher Hall,,Completed,True,70.8,Claim status updated to Pending Documentation. Adjuster notes recorded.,CMS,2024-01-16
EVT-000430,CLM-00049,POL-269396,2020-10-31,Payment Issued,In-Person,Amanda Miller,14959.11,Escalated,True,9.2,"Payment of $14,959.11 issued to claimant. Check #236765.",EmailGateway,2020-10-31
EVT-000431,CLM-00846,POL-539589,2024-01-29,Inspection Scheduled,In-Person,Margaret Rivera,,Follow-up Required,True,59.0,Field inspection scheduled for 2024-02-03. Inspector: Kimberly Martinez.,CMS,2024-01-29
EVT-000432,CLM-00007,POL-765046,2023-04-24,Appeal Filed,Fax,Donald Rodriguez,,Completed,False,41.8,Claimant filed formal appeal against coverage decision. Appeal team assigned.,MobileApp,2023-04-24
EVT-000433,CLM-00229,POL-665158,2024-06-15,Inspection Scheduled,Fax,Susan Nguyen,,Follow-up Required,False,20.0,Field inspection scheduled for 2024-06-26. Inspector: Christopher Hall.,EmailGateway,2024-06-15
EVT-000434,CLM-00452,POL-110139,2023-05-27,Payment Issued,Phone,Donald Rodriguez,34760.32,Follow-up Required,True,35.1,"Payment of $34,760.32 issued to claimant. Check #223653.",CMS,2023-05-27
EVT-000435,CLM-00732,POL-881177,2024-07-04,New Claim,Mobile App,Sandra Carter,,No Action Needed,True,22.0,Claim received and assigned claim number. Initial triage completed.,EmailGateway,2024-07-04
EVT-000436,CLM-00956,POL-520521,2022-03-03,Payment Issued,Fax,Donald Rodriguez,49026.97,Pending,True,21.1,"Payment of $49,026.97 issued to claimant. Check #864769.",MobileApp,2022-03-03
EVT-000437,CLM-00185,POL-260265,2021-10-04,Settlement Accepted,Mobile App,Sandra Anderson,,Completed,True,12.2,Claimant accepted settlement offer. Release form sent for signature.,MobileApp,2021-10-04
EVT-000438,CLM-00114,POL-518373,2024-11-23,Inspection Completed,Mobile App,Sandra Anderson,,Pending,True,51.2,On-site inspection completed. Findings: Damage exceeds initial estimate.,EmailGateway,2024-11-23
EVT-000439,CLM-00004,POL-335612,2024-10-16,Settlement Accepted,Web Portal,Jason Perez,,Pending,True,58.6,Claimant accepted settlement offer. Release form sent for signature.,MobileApp,2024-10-16
EVT-000440,CLM-00953,POL-785743,2024-11-10,New Claim,Fax,Jason Perez,,Completed,False,66.9,Claim received and assigned claim number. Initial triage completed.,CMS,2024-11-10
EVT-000441,CLM-00554,POL-997546,2024-06-23,Inspection Scheduled,In-Person,Jessica Baker,,Completed,True,53.0,Field inspection scheduled for 2024-07-07. Inspector: Jason Williams.,Portal,2024-06-23
EVT-000442,CLM-00506,POL-976638,2021-10-20,New Claim,Mobile App,Kimberly Thomas,,Escalated,True,57.7,Claim received and assigned claim number. Initial triage completed.,EmailGateway,2021-10-20
EVT-000443,CLM-00862,POL-608993,2021-05-26,Document Submitted,Email,Christopher Hall,,Follow-up Required,True,57.7,Document type: Photos received via Email.,CMS,2021-05-26
EVT-000444,CLM-00218,POL-850981,2020-02-23,Settlement Offered,Email,Jessica Baker,,Follow-up Required,False,42.7,,EmailGateway,2020-02-23
EVT-000445,CLM-00806,POL-203198,2023-05-01,Settlement Offered,In-Person,Jessica Baker,,Escalated,True,31.5,,MobileApp,2023-05-01
EVT-000446,CLM-00178,POL-656116,2022-04-13,Inspection Completed,In-Person,Jessica Baker,,Pending,False,5.7,On-site inspection completed. Findings: Damage exceeds initial estimate.,Portal,2022-04-13
EVT-000447,CLM-00088,POL-156802,2024-07-20,Inspection Completed,Phone,Susan Nguyen,,No Action Needed,True,8.3,On-site inspection completed. Findings: Further review required.,EmailGateway,2024-07-20
EVT-000448,CLM-00487,POL-776856,2021-02-20,Inspection Scheduled,In-Person,Jason Perez,,Follow-up Required,False,53.0,Field inspection scheduled for 2021-03-03. Inspector: Patricia Scott.,EmailGateway,2021-02-20
EVT-000449,CLM-00513,POL-898975,2024-09-24,Inspection Scheduled,Phone,Joseph Johnson,,No Action Needed,True,9.6,Field inspection scheduled for 2024-10-05. Inspector: Cynthia Nguyen.,EmailGateway,2024-09-24
EVT-000450,CLM-00525,POL-176819,2024-07-30,Settlement Offered,Email,Kimberly Martinez,,No Action Needed,False,7.7,,PhoneSystem,2024-07-30
EVT-000451,CLM-00539,POL-755674,2023-08-20,Claim Closed,Fax,Cynthia Nguyen,,Follow-up Required,True,15.9,Claim closed. Final disposition: Partially paid.,MobileApp,2023-08-20
EVT-000452,CLM-00702,POL-994141,2023-02-26,Status Update,In-Person,Kimberly Martinez,,No Action Needed,True,11.9,Claim status updated to Closed. Adjuster notes recorded.,PhoneSystem,2023-02-26
EVT-000453,CLM-00070,POL-414569,2020-06-14,Document Submitted,Fax,Kimberly Martinez,,Pending,False,35.3,Document type: Medical records received via Fax.,EmailGateway,2020-06-14
EVT-000454,CLM-00675,POL-491559,2021-12-20,Payment Issued,In-Person,Jason Williams,28361.96,No Action Needed,True,71.7,"Payment of $28,361.96 issued to claimant. Check #323176.",Portal,2021-12-20
EVT-000455,CLM-00447,POL-161324,2023-09-14,Appeal Filed,Mobile App,Patricia Garcia,,Escalated,True,35.2,Claimant filed formal appeal against coverage decision. Appeal team assigned.,MobileApp,2023-09-14
EVT-000456,CLM-00691,POL-946721,2021-07-02,Payment Issued,Web Portal,Kimberly Phillips,1918.84,No Action Needed,True,34.9,"Payment of $1,918.84 issued to claimant. Check #834038.",PhoneSystem,2021-07-02
EVT-000457,CLM-00535,POL-712554,2022-06-08,New Claim,Fax,Joseph Johnson,,No Action Needed,False,28.6,Claim received and assigned claim number. Initial triage completed.,CMS,2022-06-08
EVT-000458,CLM-00742,POL-159642,2020-11-10,Claim Closed,Fax,Patricia Garcia,,Escalated,False,1.0,Claim closed. Final disposition: Paid in full.,MobileApp,2020-11-10
EVT-000459,CLM-00054,POL-989921,2020-06-04,Inspection Scheduled,In-Person,Sharon Anderson,,Follow-up Required,True,49.6,Field inspection scheduled for 2020-06-15. Inspector: Donald Rodriguez.,Portal,2020-06-04
EVT-000460,CLM-00657,POL-992697,2022-03-28,Payment Issued,Fax,Margaret Rivera,39092.24,Pending,True,68.8,"Payment of $39,092.24 issued to claimant. Check #337768.",EmailGateway,2022-03-28
EVT-000461,CLM-00011,POL-346629,2020-11-20,Settlement Offered,In-Person,Kimberly Phillips,,Follow-up Required,True,68.5,,PhoneSystem,2020-11-20
EVT-000462,CLM-00610,POL-680097,2024-03-14,Inspection Scheduled,Fax,Joseph Johnson,,No Action Needed,True,3.6,Field inspection scheduled for 2024-03-24. Inspector: Kimberly Thomas.,PhoneSystem,2024-03-14
EVT-000463,CLM-00386,POL-632323,2021-09-18,New Claim,Fax,Kimberly Martinez,,No Action Needed,False,44.1,Claim received and assigned claim number. Initial triage completed.,Portal,2021-09-18
EVT-000464,CLM-00294,POL-431535,2024-01-25,New Claim,Fax,Cynthia Nguyen,,Completed,False,24.2,Claim received and assigned claim number. Initial triage completed.,EmailGateway,2024-01-25
EVT-000465,CLM-00265,POL-612262,2021-09-19,Claim Closed,Mobile App,Sandra Carter,,Completed,False,22.7,Claim closed. Final disposition: Denied.,PhoneSystem,2021-09-19
EVT-000466,CLM-00734,POL-684004,2024-12-29,New Claim,Web Portal,Amanda Miller,,Completed,False,4.1,Claim received and assigned claim number. Initial triage completed.,Portal,2024-12-29
EVT-000467,CLM-00726,POL-707040,2020-10-09,Document Submitted,Mobile App,Jason Williams,,No Action Needed,False,10.1,Document type: Tax return received via Mobile App.,Portal,2020-10-09
EVT-000468,CLM-00877,POL-471507,2021-07-23,Status Update,Mobile App,Sandra Carter,,Follow-up Required,False,26.3,Claim status updated to In Litigation. Adjuster notes recorded.,MobileApp,2021-07-23
EVT-000469,CLM-00392,POL-159642,2020-07-30,Inspection Scheduled,Mobile App,Sandra Anderson,,No Action Needed,False,54.2,Field inspection scheduled for 2020-08-12. Inspector: Jessica Baker.,EmailGateway,2020-07-30
EVT-000470,CLM-00282,POL-149405,2020-07-03,Document Submitted,Email,Patricia Scott,,Escalated,False,57.9,Document type: Photos received via Email.,MobileApp,2020-07-03
EVT-000471,CLM-00397,POL-412942,2023-03-02,Inspection Scheduled,Fax,Sandra Carter,,Completed,False,10.5,Field inspection scheduled for 2023-03-14. Inspector: Kimberly Thomas.,MobileApp,2023-03-02
EVT-000472,CLM-00779,POL-707040,2024-07-02,Payment Issued,Web Portal,Kimberly Thomas,36412.21,Follow-up Required,True,66.6,"Payment of $36,412.21 issued to claimant. Check #605013.",MobileApp,2024-07-02
EVT-000473,CLM-00086,POL-431535,2024-01-28,Document Submitted,Fax,Sharon Anderson,,Pending,True,51.9,Document type: Police report received via Fax.,PhoneSystem,2024-01-28
EVT-000474,CLM-00123,POL-776856,2020-12-03,Appeal Filed,Mobile App,Sharon Anderson,,No Action Needed,False,56.4,Claimant filed formal appeal against coverage decision. Appeal team assigned.,CMS,2020-12-03
EVT-000475,CLM-00863,POL-413921,2024-11-09,Claim Closed,Phone,Donald Rodriguez,,Completed,True,46.0,Claim closed. Final disposition: Paid in full.,CMS,2024-11-09
EVT-000476,CLM-00093,POL-785197,2022-01-04,New Claim,Email,Christopher Hall,,No Action Needed,True,46.7,Claim received and assigned claim number. Initial triage completed.,CMS,2022-01-04
EVT-000477,CLM-00915,POL-531071,2020-04-16,Inspection Scheduled,Web Portal,Margaret Rivera,,No Action Needed,True,58.1,Field inspection scheduled for 2020-04-27. Inspector: Sandra Carter.,MobileApp,2020-04-16
EVT-000478,CLM-00026,POL-413921,2023-12-20,Inspection Scheduled,In-Person,Kimberly Martinez,,Escalated,True,53.0,Field inspection scheduled for 2023-12-29. Inspector: Joseph Johnson.,EmailGateway,2023-12-20
EVT-000479,CLM-00284,POL-238890,2020-07-11,Payment Issued,Mobile App,Margaret Rivera,7306.16,Escalated,False,68.1,"Payment of $7,306.16 issued to claimant. Check #210618.",EmailGateway,2020-07-11
EVT-000480,CLM-00434,POL-905635,2022-10-29,New Claim,Email,Amanda Miller,,Follow-up Required,False,24.0,Claim received and assigned claim number. Initial triage completed.,Portal,2022-10-29
EVT-000481,CLM-00878,POL-231869,2022-04-23,Inspection Completed,Mobile App,Kimberly Martinez,,Escalated,True,62.1,On-site inspection completed. Findings: Damage less than reported.,Portal,2022-04-23
EVT-000482,CLM-00901,POL-887352,2024-05-19,Document Submitted,In-Person,Kimberly Thomas,,Follow-up Required,False,13.2,Document type: Tax return received via In-Person.,Portal,2024-05-19
EVT-000483,CLM-00579,POL-216970,2024-01-22,Inspection Completed,Fax,Jessica Baker,,Completed,True,15.1,On-site inspection completed. Findings: Damage consistent with claim.,PhoneSystem,2024-01-22
EVT-000484,CLM-00643,POL-349565,2023-07-24,Claim Closed,Fax,Susan Harris,,Follow-up Required,False,3.1,Claim closed. Final disposition: Withdrawn by claimant.,EmailGateway,2023-07-24
EVT-000485,CLM-00478,POL-783823,2024-09-24,Inspection Completed,Mobile App,Patricia Garcia,,Follow-up Required,True,36.0,On-site inspection completed. Findings: Damage less than reported.,PhoneSystem,2024-09-24
EVT-000486,CLM-00916,POL-609231,2022-04-16,Claim Closed,Phone,Susan Harris,,Completed,True,9.1,Claim closed. Final disposition: Denied.,MobileApp,2022-04-16
EVT-000487,CLM-00946,POL-189814,2024-09-21,New Claim,In-Person,Joseph Johnson,,Pending,True,28.4,Claim received and assigned claim number. Initial triage completed.,EmailGateway,2024-09-21
EVT-000488,CLM-00783,POL-446479,2024-08-14,Document Submitted,Fax,Cynthia Nguyen,,Pending,True,36.9,Document type: Tax return received via Fax.,CMS,2024-08-14
EVT-000489,CLM-00245,POL-392004,2021-04-09,New Claim,Email,James Carter,,Follow-up Required,False,52.8,Claim received and assigned claim number. Initial triage completed.,EmailGateway,2021-04-09
EVT-000490,CLM-00962,POL-891952,2021-08-24,Status Update,Phone,Susan Nguyen,,Follow-up Required,False,35.9,Claim status updated to In Litigation. Adjuster notes recorded.,Portal,2021-08-24
EVT-000491,CLM-00291,POL-274389,2024-04-25,Settlement Accepted,Web Portal,Patricia Scott,,Pending,True,57.2,Claimant accepted settlement offer. Release form sent for signature.,CMS,2024-04-25
